Violation Type,Violation Section,Violation Description,tier,dv_subtype,classification_reason,row_count,event_count,rows_2018_2023,rows_2024,rows_2025
VSMC,9.20.020B,"NO ONE SHALL CAMP, LODGE, SLEEP OVERNIGHT IN PUBLIC PARK, STREET OR HIGHWAY",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,2,2,0.0,2.0,0.0
BP,22435.2B,POSS SHOPPING/LAUNDRY CART,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
BP,22980.2(A),SELL TOBACCO PRODUCTS WITHOUT A LICENSE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
BP,25608,POSS LIQUOR ON SCHOOL PROP (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
BP,25658(A),SELL LIQUOR TO MINOR,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
BP,25662(A),MINOR POSS ALC,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
BP,25665,"MINOR ENTER/REMAIN IN ""ON SALE"" LIQUOR PREMISES (M)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
BP,4060,POSSESS CONTROLLED SUBSTANCES WITHOUT A PRESCRIPTION,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
BP,4324(A),FORGE/ETC PRESCRIPTIONS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
BP,7028(A)(1),CONTRACTING W/O LICENSE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
CO,21.101,COUNTY ACTIVITY LICENSE VIOLATION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
CO,35.103(A),"CURFEW - MINOR IN PUBLIC, UNINC AREA/RESTRICTED PER 35.102 (M)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
CO,36.215,ALCOHOLIC BEVERAGE REGULATIONS IN THE KENWOOD/BANCROFT AREA (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
CO,41.116(A),LITTERING (SOLID) (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
CO,41.117(A),ILLEGAL WEAPONS & FIREWORKS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
CO,62.669A,RESTRAINT OF DOGS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
CO,62.67,URINATING/DEFECATING ON PUBLIC PROPERTY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
EL,18540(A),INTIMIDATION OF VOTERS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
ENMC,9.28.010,POSS. OPEN ALCOHOL CONTAINER IN PUBLIC,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
FG,1054.2,LICENSE/PERMIT NOT WITHIN IMMEDIATE POSSESSION/ETC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
FG,5652,DUMP OR ABANDON REFUSE/ETC IN OR NEAR STATE WATERS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
GC,6201,DESTROY/ALTER/ETC PUBLIC RECORD/ETC (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
HS,109575,POSSESS/MANUFACTURE/DISTRIBUTE IMITATION CONTROLLED SUBSTANCE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11162.5(A),COUNTERFEIT/ETC PRESCRIPTION BLANKS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11350(B),POSS METHAQUALONE/ETC (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11357(D),POSSESSION OF LESS THAN 28.5 GRAMS OF MARIJUANA DURING K-12 SCHOOL -UNDER 18 (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11357.5(A),POSSESS/FURNISH SYNTHETIC CANNABINOID (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11359(A),POSSESS MARIJUANA FOR SALE/UNDER 18 (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11359(B),POSSESS MARIJUANA FOR SALE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,11359(D),EMPLOY INDIVIDUAL UNDER 21 TO SELL MARIJUANA (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11360A3D,TRANSPORT MARIJUANA FOR SALE - IMPORT INTO CA OR EXPORT OUT OF STATE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
HS,11362.4 (B),SMOKE MARIJUANA WHERE TOBACCO IS PROHIBITED (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11362.4(C),SMOKE/POSSES MARIJUANA BY SCHOOL - OVER 18 (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11370.2(A),NARC CRIME W/PRIOR CONVICTIONS (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,11370.4(A)(1),HEROIN OR COCAINE OVER 1KG (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,11370.4(A)(2),HEROIN OR COCAINE OVER 4KG (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,11370.4(A)(3),HEROIN OR COCAINE OVER 10KG (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,11370.4(B)(3),AMPH/METH/PCP OVER 10KG OR 200L (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,11370.4(B)(4),AMPH/METH/PCP OVER 20KG OR 400L (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,11370.9(B),CONCEAL/ETC PROFIT/ETC:CONTROLLED SUBS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11377(B)(2),UNLAWFUL POSSESSION OF KETAMINE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11379.6(A),MFR CONTROLLED SUBS,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,11379.6(B),OFFERS TO MFR/ETC CONTROLLED SUBS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11383(A),POSS SUBS W/INTENT TO MFG METHAMPHETAMINE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11383.5(B)1,POSSESS CHEMICALS WITH INTENT TO MANUFACTURE METHAMPHETAMINE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,11550(E),UNDER INFL OF SPEC CONT SUBS:POSS FIREARM,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,120295,VIOLATE REGS REQUIRING ISOLATION OR QUARANTINE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
HS,12305,POSS EXPLOSIVE ILLEGALLY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
HS,12700(B)(3),"POSSESS DANGEROUS F/WORKS NOT LESS THAN 100/MORE 5,000 PDS (F)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
LC,3700.5,FAILURE TO SECURE PAYMENT OF COMPENSATION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
MC,09.28.020,"CAMP, LODGE, SLEEP, TARRY OVERNIGHT ON PRIVATE PROPERTY W/O OWNER CONSENT (I)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,09.28.030,SLEEP OR RECLINE IN PARKED VEHICLE LONGER THAN TWO HOURS PROHIBITED (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,09.36.060,SOLICITING PERSONS IN MOVING VEHICLES PROHIBITED (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,10.20.170,SLEEP OR RECLINE IN VEHICLE MORE THAN 2 HOURS ON STREET,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,10.24.010,Loud annoying or unnecessary noise which disturbs neighborhood,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,10.28.040B,PEDESTRIAN INTERFERING WITH VEHICLE OR PEDESTRIAN TRAFFIC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,10.44.010,RIDING BICYCLES ON SIDEWALKS PROHIBITED IN BUSINESS DISTRICT (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,10.56.180,BICYCLE RIDING ON SIDEWALK PROHIBITED,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,12.08.010Z,POSSESS ALCOHOL IN PUBLIC PARKS/RECREATION AREAS W/O PERMIT FROM CITY (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,12.20.320,"UNLAWFUL TO CARRY, CONVEY, MAINTAIN, PROVIDE ANY ARM OR WEAPON (I)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,12.56.020(J),ILLEGAL FIRE: THROWING LIGHTED CIGARETTE/CIGAR/MATCH THAT COULD SET FIRE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,13.36.040(A),DUMP TRASH ON PUBLIC OR PRIVATE PROPERTY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,5.08.050A,CONSUME OPEN ALCOHOLIC BEV IN PUBLIC PLACE/VEH IN 500 FT OF OFF SALE PREMISE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,7.08.030,CONSUME ALCOHOL IN A OPEN PUBLIC PLACE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
MC,8.04.020A,PURCHASE/DISCHARGE/POSSESS FIREWORKS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,8.04.030,NO SMOKING PUBLIC BUILDING/GROUNDS/PARK (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,8.84.030,SMOKING IN PUBLIC PLACE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,9.12.020,NO DISCHARGE OF FIREARMS OR EXPLOSIVES IN CITY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,9.20.020C,NO PERSON SHALL CAMP ETC. ON PRIVATE PROPERTY W/O PERMISSION (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
MC,9.21.080(C),PERSONAL USE OF MARIJUANA IN PUBLIC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
MC,9.26.010,AGGRESSIVE PANHANDLING PROHIBITED (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,9.32.030,CITY SOCIAL HOST PROHIBITION-MINOR CONSUMES ALCOHOL/CONTROLLED SUB AT PARTY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,9.48.040,CITY PARKS - NO ONE ALLOWED BETWEEN SUNSET/SUNRISE OR WHEN CLOSED (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,9.54.040B,CONSUMPTION OF ALCOHOL BY MINOR IN NON-PUBLIC PLACE PROHIBITED (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
MC,9.60.030(B),LOITER OR REMAIN AT BUS DEPOT OR TROLLEY STATION AFTER BEING ASKED TO LEAVE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,9.68.060,POSSESS OPEN CONTAINER ON PRIVATE PROP WHERE POSTED SIGNS PROHIBIT POSSESSION,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MC,9.72.020A,MINOR CONSUME ALCOHOL OR CONTROLLED SUBSTANCE - PUBLIC (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MT,13.4D,SPITTING ON OR IN TRANSIT VEHICLE (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
MT,13.5O,URINATE/DEFECATE UPON UNAUTHORIZED LOCATION (I),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,11375.5(A),SELL/DIST/ADMIN/ETC SYNTHETIC STIMULANT COMPUNDS/DERIVATIVE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,11411(B),TERRORIZE:PLACE SYMBOL ON PRIV PROP (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,115(A),OFFER FALSE/FORGED INSTRUMENT TO FILE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,12022(B),COMMIT FEL WITH DANGEROUS WEAPON (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,12022(C),CERTAIN DRUG VIOL WITH FIREARM (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,12022.5(A),USE FIREARM IN ANY FELONY (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,12022.6(A)2,FEL LOSS EXCEEDS $200000 (BAIL+),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,1203.3,PROBATION REVOKED/ETC.,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,141(A),TAMPER WITH EVIDENCE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,148(A)(2),OBSTRUCT/DISRUPTS PUBLIC SAFETY RADIO FREQUENCY (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,148(C),REMOVE/ETC PEACE OFFICER/ETC FIREARM:SPEC CIRC (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,148.1(B),FALSE BOMB REPORT TO ON DUTY PEACE OFCR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,148.1(C),FALSE BOMB REPORT TO ANY PERS (All Other Offenses) (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,148.1(C),FALSE BOMB/ETC REPORT TO ANY PERSON (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,148.10(A),RESIST PEACE OFFICER RESULTING IN DEATH/SBI,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,148.3(B),FALSE REPORT OF EMERGENCY RSLT IN GBI/DEATH (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,149,ASSAULT BY PUBLIC OFCR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,1551.1,FUGITIVE FROM JUSTICE:ARREST W/OUT WARRANT,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,171B(A)(4),POSS UNAUTH TEAR GAS IN PUBLIC BUILDING (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,171B(A)(5),POSS TASER/STUN GUN IN PUBLIC BUILDING (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,17500,POSSESS DEADLY WEAPON WITH INTENT TO COMMIT ASSAULT (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,17512,PERMIT PERSON TO CARRY OR BRING FIREARM INTO VEHICLE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,185,WEAR MASK FOR UNLAWFUL PURPOSE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,186.22(A),PARTICIPATE IN CRIMINAL STREET GANG,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,186.26(C),USE PHYSICAL VIOL COERCE:PREVENT LEAVING CRIM ST GANG (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,191.5B,VEHICULAR MANSLAUGHTER W/INTOXICATED WITHOUT GROSS NEGLIGENCE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,20170(A),NO PERSON MAY OPENLY DISPLAY/EXPOSE ANY IMITATION FIREARM IN A PUBLIC SPACE (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,20310,MANUFACTURE/SALE/POSSESS/ETC AIR GAUGE KNIFE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,20410,MANUFACTURE/SALE/POSSESS/ETC BELT BUCKLE KNIFE (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,218.1,PLACE OBSTRUCTION ON TRAIN TRACK CAUSING INJURY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,22210,"MFG/ETC LEADED CANE/BILLY/SAP, ETC (F)",other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,22610(A),FELON BUY/POSSESS/USE STUN GUN (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,22610(B),ADDICT POSS/ETC STUN GUN (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,22615(A),MISSING MANUFACTURERS STAMP ON THE STUN GUN (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,22615(B),MISSING MANUFACTURERS SERIAL NUMBER ON STUN GUN (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,25200(A),ALLOW CHILD ACCESS TO FIREARM (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,25400(A)(2),CARRY CONCEALED WEAPON ON PERSON,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,25400(C)(6),CARRY A LOADED CONCEALED WEAPON ON PERSON,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,25850(A),CARRY LOADED FIREARM ON/IN PERSON/VEHICLE:PUBLIC PLACE,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,25850(C)(3),CRIMINAL STREET GANG MEMBER CARRY LOADED FIREARM,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,266,ENTICE MINOR FEMALE FOR PROSTITUTION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,266H(A),PIMPING,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,266I(B)(1),PANDERING:OTHER PERSON OVER 16,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,272,CONTRIBUTE TO THE DELINQUENCY OF A MINOR,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,27520,SELL/ETC CONCEALABLE/ETC FIREARM TO UNDERAGED PERSON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,290.006,290 REGISTRATION VIOLATION FOR SEXUAL GRATIFICATION/COMPULSION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,290.01,REGISTRANT FAIL TO REPORT CONCURRENT ADDRESS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,290.010,REGISTRANT FAIL TO REPORT CONCURRENT ADDRESS (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,290.011(A),TRANSIENT FAILS TO REGISTER WHEN RELEASED FROM CUSTODY,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,290.011(A),TRANSIENT FAILS TO REGISTER WHEN RELEASED FROM CUSTODY (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,290.012(A),SEX OFFENDER FAIL UPDATE ANNUAL REGISTRATION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,290.012(A),SEX OFFENDER FAIL UPDATE ANNUAL REGISTRATION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,290.018(A),SEX OFFENDER FAIL TO REGISTER/ETC,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,290.018(J),FAIL PROVIDE REQUIRED REGISTRATION INFORMATION (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,298.1(A),REFUSE PROVIDE BLOOD/SALIVA SPECIMEN/THUMB/PALM PRINTS (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,0.0,1.0
PC,302(A),DISTURB RELIGIOUS MEETING (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,30305(A)(1),POSSESS OF AMMUNITION BY PROHIBITED PERSON (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,30306(A),FIRM/CORPORATION SELL AMMUNITION TO PROHIBITED PERSON (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,30315,POSSESS ARMOR OR METAL PENETRATING HANDGUN AMMUNITION (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,30605(A),ILLEGALLY POSSESS ANY ASSAULT WEAPON,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,308A1AI,FURNISH UNDER 21 W/TOBACCO/SMOKING PARAPHERNALIA,other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,0.0,1.0,0.0
PC,311.1(A),SEND/SELL OBSCENE MATTER DEPICTING MINOR (F),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
PC,311.2(A),SEND/POSS OBSCENE MATTER (M),other_not_identifiable,no_dv_identifier,No DV-specific charge identifier; does not prove non-DV.,1,1,1.0,0.0,0.0
